"assessid","stockid","stocklong","bioid","biovalue","bioyear","bionotes","bioshort","biolong","biounitsshort","biounitslong","sciname"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","SSB0-MT","92500","NULL","NULL",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","SSB60%-MT","51000","NULL","NULL",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","SSBmgt-MT","51000","NULL","SSB60%-MT",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","SSBmgt-type-refpt","SSB60%-MT","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","VB-k-cm/T","0.91","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Engraulis ringens"
"IFOPCH-PANCHCCH-1985-2016-PARMA","PANCHCCH","Peruvian anchoveta Central Chile","VB-t0-yr","-0.01","NULL","","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","F60%-1/yr","0.396","NULL","NULL",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","Fmgt-1/yr","0.396","NULL","F60%-1/yr",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","Fmgt-type-refpt","F60%-1/yr","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","Linf-cm","20.1","NULL","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","M-1/yr","0.7","NULL","","M","Natural mortality","1/yr","per year","Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","SSB60%-MT","562000","NULL","NULL",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","SSBlim-MT","281000","NULL","SSB30%",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","SSBmgt-MT","562000","NULL","SSB60%-MT",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","SSBmgt-type-refpt","SSB60%-MT","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","VB-k-cm/T","0.514","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Engraulis ringens"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","PANCHCSCH","Peruvian anchoveta Central-Southern Chile","VB-t0-yr","-0.042","NULL","","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","F-NOTE-note","Fs by semester were summed up","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","F55%-1/yr","1.18","NULL","Target F by semester was multiplied by 2",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","Fmgt-1/yr","1.18","NULL","F55%-1/yr",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","Fmgt-type-refpt","F55%-1/yr","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","Habitat-Habitat","pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","L50M-cm","11.5","NULL","","L50M","Length at 50% maturity","cm","centimeters","Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","Linf-cm","20.43","NULL","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","M-1/yr","1","NULL","","M","Natural mortality","1/yr","per year","Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","R-NOTE-note","recruitments by semester were summed up","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","SSB-NOTE-note","biomass in first semester","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","SSB55%-MT","2021000","NULL","NULL",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","SSBmgt-MT","2021000","NULL","SSB55%-MT",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","SSBmgt-type-refpt","SSB55%-MT","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","TL-NOTE-note","Includes Chile North and Southern Peru","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","PANCHNCHSP","Peruvian anchoveta Northern Chile Southern Peru","VB-k-cm/T","0.33","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Engraulis ringens"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","F60%-1/yr","0.34","NULL","NULL",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","Fmgt-1/yr","0.34","NULL","F60%-1/yr",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","Fmgt-type-refpt","F60%-1/yr","NULL","",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","Linf-cm","17.66","NULL","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","M-1/yr","1.1","NULL","","M","Natural mortality","1/yr","per year","Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","SSB60%-MT","32400","NULL","NULL",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","SSBmgt-MT","32400","NULL","SSB60%-MT",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","SSBmgt-type-refpt","SSB60%-MT","NULL","",NA,NA,NA,NA,"Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","VB-k-cm/T","0.9","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Sprattus fuegensis"
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Southern sardine Central-Southern Chile","VB-t0-yr","-0.02","NULL","","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Sprattus fuegensis"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","Linf-cm","19.1","NULL","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Engraulis encrasicolus"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","LW-a-kg/cm","0.0042","NULL","","LW-a","Coefficient in length-weight relationship","kg/cm","kilograms per centimeters","Engraulis encrasicolus"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","LW-b-dimensionless","3.12","NULL","","LW-b","Power in length-weight relationship","dimensionless","dimensionless","Engraulis encrasicolus"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","MAX-LEN-cm","18","NULL","for females and both, 17 for males","MAX-LEN","Maximum length","cm","centimeters","Engraulis encrasicolus"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","VB-k-cm/T","0.35","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Engraulis encrasicolus"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","ANCHMEDGSA7","Anchovy Gulf of Lions","VB-t0-yr","-1.4","NULL","","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Engraulis encrasicolus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","Habitat-Habitat","pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","Linf-cm","20.4","NULL","females; 18.9 for males","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","LW-a-kg/cm","0.0023","NULL","unsexed","LW-a","Coefficient in length-weight relationship","kg/cm","kilograms per centimeters","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","LW-b-dimensionless","3.43","NULL","unsexed","LW-b","Power in length-weight relationship","dimensionless","dimensionless","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","MAX-LEN-cm","20.5","NULL","females; 19 for males","MAX-LEN","Maximum length","cm","centimeters","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","VB-k-cm/T","0.31","NULL","females; 0.34 for males","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Sardina pilchardus"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","SARDMEDGSA7","Sardine Gulf of Lions","VB-t0-yr","-1.2","NULL","females; -1.047 for males","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Sardina pilchardus"
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmsy-MT","6000000","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmsybest-MT","6000000","NULL","TBmsy-MT",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","F-SEX-sex","0","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","R-SEX-sex","0","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","survB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmgt-MT","6660000","NULL","TBtarget-MT",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmgt-type-refpt","TBtarget-MT","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmgtbest-MT","6660000","NULL","TBmgt-MT",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmsy-pr-MT","6660000","NULL","TBtarget-MT",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmsy-proxy-refpt","TBtarget-MT","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBmsybest-MT","6660000","NULL","TBmsy-pr-MT",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TBtarget-MT","6660000","NULL","SSB escapement management target converted to TB",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TL-DISC-note","no","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","TL-RECT-note","no","NULL","",NA,NA,NA,NA,"Engraulis ringens"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","A50M-1-yr","2","NULL","","A50M-1","Age at 50% maturity","yr","years","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","BH-h-dimensionless","0.498","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Cpair-DISC-note","no","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Cpair-ILLC-note","no","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Cpair-RECT-note","no","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","ER-NOTE-note","Catch/SSB","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","ER-SEX-sex","0","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","F-AGE-yr","1 to 10","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","F-SEX-sex","0","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","F60%-1/yr","0.32","NULL","NULL",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Flim-1/yr","0.81","NULL","F40%",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Fmgt-1/yr","0.32","NULL","F60%-1/yr",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Fmgt-type-refpt","F60%-1/yr","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Fmsy-pr-1/yr","0.32","NULL","F60%-1/yr",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Fmsy-proxy-refpt","F60%-1/yr","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Habitat-Habitat","pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","L50M-1-cm","26.8","NULL","","L50M-1","Length at 50% maturity","cm","centimeters","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","Linf-cm","52.235","NULL","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","LW-a-kg/cm","0.000001","NULL","","LW-a","Coefficient in length-weight relationship","kg/cm","kilograms per centimeters","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","LW-b-dimensionless","3.3694","NULL","","LW-b","Power in length-weight relationship","dimensionless","dimensionless","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","M-1/yr","0.38","NULL","","M","Natural mortality","1/yr","per year","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","MAX-AGE-yr","10","NULL","","MAX-AGE","Maximum age","yr","years","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","MAX-LEN-cm","49","NULL","","MAX-LEN","Maximum length","cm","centimeters","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","MAX-WGT-kg","0.82","NULL","","MAX-WGT","Maximum weight","kg","kilograms","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","R-SEX-sex","0","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","R0-E00","315000000","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SPRF0-E00","1.67","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSB-AGE-yr","1 to 10","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSB-NOTE-note","SSB (in mid november)","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSB60%-MT","89000","NULL","NULL",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSBlim-MT","59000","NULL","SSB40%",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSBmgt-MT","89000","NULL","SSB60%-MT",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSBmgt-type-refpt","SSB60%-MT","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSBmsy-pr-MT","89000","NULL","SSB60%-MT",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","SSBmsy-proxy-refpt","SSB60%-MT","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","TB-NOTE-note","to the first of January","NULL","",NA,NA,NA,NA,"Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","VB-k-cm/T","0.19","NULL","","VB-k","k parameter in Von Bertalanffy growth function","cm/T","centimeters per unit time","Scomber colias"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","ACMACKSARG","Argentine chub mackerel Southern Argentina","VB-t0-yr","-1.98","NULL","","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Scomber colias"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","A50M-yr","1","2007","","A50M","Age at 50% maturity","yr","years","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","A50max-yr","1","2007","","A50max","Maximum age at 50% maturity (choose the age (in years or half years) closest to 50%)","yr","years","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","A50min-yr","1","2007","","A50min","Minimum age at 50% maturity (choose the age (in years or half years) closest to 50%)","yr","years","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","BH-h-dimless","0.9","2008","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","ERmsy-ratio","0.404626598","NULL","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","ERmsybest-ratio","0.404626598","NULL","ERmsy-ratio",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","F-AGE-yr-yr","1 to 6","2007","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","F-CALC-0-1-2","1","2007","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","F-SEX-sex","0","2007","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","F40%-1/yr","0.4722","2008","estimated by Parma",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","Fcurrent-1/yr","0.04","2007","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","Fmsy-1/yr","0.1898","2008","estimated by Parma using Ricker function",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","Fpa-1/yr","0.18","2008","",NA,NA,NA,NA,"Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","Habitat-Habitat","pelagic marine","2007","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","L50M-cm","10","2007","","L50M","Length at 50% maturity","cm","centimeters","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","L50max-cm","12","2007","","L50max","Maximum length at 50% maturity","cm","centimeters","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","L50min-cm","9","2007","","L50min","Minimum length at 50% maturity","cm","centimeters","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","LEN-SEX-sex","0","2007","","LEN-SEX","Length at 50% maturity sex: 0=both sexes,1=females only,2=males only,NA=sex unknown","sex","0=both sexes,1=females only,2=males only,NA=sex unknown","Engraulis anchoita"
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","Argentine anchoita Northern Argentina","Linf-cm","19.56","2007","","Linf","Asymptotic length in von Bertalanffy growth model","cm","centimeters","Engraulis anchoita"
